state,year,parliamentry_consituency,consituency_type,cand_name,cand_gender,party_name,Total_Votes_Polled,electors
Uttar Pradesh,1996,BANDA,GEN,Bindaprasad,Male,independent,372,1112281
Uttar Pradesh,1996,BANDA,GEN,Ratan Singh,Male,independent,388,1112281
Uttar Pradesh,1996,BANDA,GEN,Ram Avtar,Male,independent,393,1112281
Uttar Pradesh,1996,BANDA,GEN,Swami Deen,Male,independent,406,1112281
Uttar Pradesh,1996,BANDA,GEN,Brijbihari,Male,independent,406,1112281
Uttar Pradesh,1996,BANDA,GEN,Shri Vishal,Male,independent,407,1112281
Uttar Pradesh,1996,BELGAUM,GEN,Abhilash Singh,Male,Independent,409,1112281
Uttar Pradesh,1996,BANDA,GEN,Ram Bali,Male,independent,419,1112281
Uttar Pradesh,1996,BANDA,GEN,Pyare,Male,independent,463,1112281
Uttar Pradesh,1996,BANDA,GEN,Safar Ali,Male,independent,503,1112281
Uttar Pradesh,1996,BELGAUM,GEN,Lakhan Lal Tripathi,Male,Independent,533,1112281
Uttar Pradesh,1996,BANDA,GEN,Bhoori Devi,Female,independent,541,1112281
Uttar Pradesh,1996,BANDA,GEN,Bhagwan Sahaya,Male,independent,601,1112281
Uttar Pradesh,1996,BANDA,GEN,Ram Pratap Dwivedi,Male,independent,603,1112281
Uttar Pradesh,1996,BANDA,GEN,Raja,Male,independent,703,1112281
Uttar Pradesh,1996,BANDA,GEN,Ashok Singh Chauhan,Male,independent,715,1112281
Uttar Pradesh,1996,BANDA,GEN,Maiya Deen,Male,independent,841,1112281
Uttar Pradesh,1996,BANDA,GEN,Babu Lal,Male,independent,858,1112281
Uttar Pradesh,1996,BANDA,GEN,Narayan Singh,Male,independent,903,1112281
Uttar Pradesh,1996,BANDA,GEN,Shrikrishana Azad,Male,independent,958,1112281
Uttar Pradesh,1996,BANDA,GEN,Mohd. Hussain,Male,independent,1035,1112281
Uttar Pradesh,1996,BANDA,GEN,Tribhuwan,Male,Independent,1192,1112281
Uttar Pradesh,1996,BANDA,GEN,Ramesh Chander,Male,independent,1279,1112281
Uttar Pradesh,1996,BANDA,GEN,Mahender Singh,Male,independent,1349,1112281
Uttar Pradesh,1996,BANDA,GEN,Ramasrey,Male,Independent,1594,1112281
Uttar Pradesh,1996,BANDA,GEN,Lala,Male,independent,1650,1112281
Uttar Pradesh,1996,BANDA,GEN,Ram Kripal,Male,independent,1829,1112281
Uttar Pradesh,1996,BANDA,GEN,Pradeep Kumar,Male,independent,2106,1112281
Uttar Pradesh,1996,BANDA,GEN,Moolchandra,Male,republican_party_of_india,2170,1112281
Uttar Pradesh,1996,BANDA,GEN,Deshraj,Male,independent,4685,1112281
Uttar Pradesh,1996,BANDA,GEN,Vineet Kumar Singh,Male,independent,13303,1112281
Uttar Pradesh,1996,BELGAUM,GEN,Ram Prasad Singh,Male,Independent,41031,1112281
Uttar Pradesh,1996,BANDA,GEN,Unknown,Male,bharatiya_janata_party,116607,1112281
Uttar Pradesh,1996,HAMIRPUR,GEN,Gaya Prasad,Male,independent,112,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Lakhan Lal Singh,Male,independent,126,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Ram Singh,Male,independent,158,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Ganga Charan,Male,independent,165,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Om Prakash S/O Jassi Ram,Male,independent,238,1016288
Uttar Pradesh,1996,BELGAUM,GEN,Sarju Lal,Male,independent,282,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Mohammad Shami,Male,independent,321,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Kamata Prasad,Male,independent,428,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Badri Vishal,Male,independent,451,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Mangal Singh,Male,independent,455,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Sudhanshu Bhushan,Male,independent,490,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Jag Ram,Male,independent,569,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Om Prakash S/O Ram Swaroop,Male,independent,577,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Girija Charan,Male,independent,582,1016288
Uttar Pradesh,1996,BELGAUM,GEN,Ajhar Hasan,Male,independent,597,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Anil Kumar,Male,independent,667,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Radhacharan Yadav,Male,independent,702,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Mantee Lal,Male,independent,737,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Matadin,Male,independent,744,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Unknown,Male,independent,833,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Suresh Chandra,Male,independent,869,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Kamlesh Kumar,Male,independent,1025,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Jeevan Singh Rathore,Male,janata_party,1030,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Hanuman Singh,Male,independent,1395,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Aaditya,Male,Independent,1410,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Kesh Pal,Male,independent,1461,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Unknown,Male,independent,1463,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Mahendra Singh,Male,independent,1491,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Binda Prasad,Male,independent,1509,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Mahendra Singh Parihar,Male,all_india_indira_congress_(tiwari),1983,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Maiku Lal,Male,independent,2158,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Sheikh Ahmad,Male,independent,2859,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Sunil Shastri,Male,indian_national_congress,31035,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Swami Prasad,Male,bahujan_samaj_party,95725,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Raj Narayan,Male,samajwadi_party,105258,1016288
Uttar Pradesh,1996,HAMIRPUR,GEN,Ganga Charan Rajput,Male,bharatiya_janata_party,173238,1016288
Uttar Pradesh,1996,JHANSI,GEN,Ram Milan,Male,independent,221,1278326
Uttar Pradesh,1996,JHANSI,GEN,Jugal Kishore Aggarwal,Male,independent,228,1278326
Uttar Pradesh,1996,JHANSI,GEN,Kapoor Khan,Male,akhil_bhartiya_kisan_mazdoor_morcha,345,1278326
Uttar Pradesh,1996,JHANSI,GEN,Veerandra,Male,independent,395,1278326
Uttar Pradesh,1996,JHANSI,GEN,Surendra Pachori Alias Nanna,Male,independent,441,1278326
Uttar Pradesh,1996,JHANSI,GEN,Hargovind,Male,independent,445,1278326
Uttar Pradesh,1996,JHANSI,GEN,Santosh,Male,independent,492,1278326
Uttar Pradesh,1996,JHANSI,GEN,Unknown,Male,Independent,601,1278326
Uttar Pradesh,1996,JHANSI,GEN,Puran Singh Judeo Vaish,Male,independent,615,1278326
Uttar Pradesh,1996,JHANSI,GEN,Gobinddas Alias Gobindram Rajput,Male,independent,642,1278326
Uttar Pradesh,1996,JHANSI,GEN,Unknown,Male,independent,673,1278326
Uttar Pradesh,1996,JHANSI,GEN,Girish Chandra,Male,independent,686,1278326
Uttar Pradesh,1996,JHANSI,GEN,Swami Singh Chauhan,Male,independent,702,1278326
Uttar Pradesh,1996,JHANSI,GEN,Suresh Kumar,Male,independent,804,1278326
Uttar Pradesh,1996,JHANSI,GEN,Radhacharan Upadhyay,Male,Independent,840,1278326
Uttar Pradesh,1996,JHANSI,GEN,Umesh Aggarwal,Male,independent,854,1278326
Uttar Pradesh,1996,JHANSI,GEN,Suresh,Male,independent,896,1278326
Uttar Pradesh,1996,JHANSI,GEN,Jagdish,Male,Independent,954,1278326
Uttar Pradesh,1996,JHANSI,GEN,Nawal Singh,Male,independent,994,1278326
Uttar Pradesh,1996,JHANSI,GEN,Arjun Das Goyal,Male,independent,1044,1278326
Uttar Pradesh,1996,JHANSI,GEN,Sidh Gopal,Male,independent,1071,1278326
Uttar Pradesh,1996,JHANSI,GEN,Unknown,Male,independent,1267,1278326
Uttar Pradesh,1996,JHANSI,GEN,Rajiva Kumar,Male,independent,1353,1278326
Uttar Pradesh,1996,JHANSI,GEN,Puran Lal,Male,independent,1508,1278326
Uttar Pradesh,1996,JHANSI,GEN,Unknown,Male,bahujan_kranti_dal,1525,1278326
Uttar Pradesh,1996,JHANSI,GEN,Jagdish Chandra,Male,independent,1639,1278326
Uttar Pradesh,1996,JHANSI,GEN,Unknown,Male,independent,1684,1278326
Uttar Pradesh,1996,JHANSI,GEN,Maniram,Male,independent,1694,1278326
Uttar Pradesh,1996,JHANSI,GEN,Kamata Prasad Prajapati,Male,bahujan_kranti_dal_(jai),1865,1278326
Uttar Pradesh,1996,JHANSI,GEN,Ramchandra Dwedi,Male,bharatiya_jantantrik_parishad,1867,1278326
Uttar Pradesh,1996,BELGAUM,GEN,Pawan Jain Shivaji,Male,shivsena,2009,1278326
Uttar Pradesh,1996,JHANSI,GEN,Ghansi Ram,Male,Independent,2213,1278326
Uttar Pradesh,1996,JHANSI,GEN,Pannalal,Male,independent,2374,1278326
Uttar Pradesh,1996,BELGAUM,GEN,Unknown,Male,independent,2474,1278326
Uttar Pradesh,1996,JHANSI,GEN,Viswanath Singh,Male,independent,3686,1278326
Uttar Pradesh,1996,JHANSI,GEN,Prakash Raikwar,Male,apna_dal,9676,1278326
Uttar Pradesh,1996,JHANSI,GEN,Narayan Dutt Tiwari,Male,all_india_indira_congress_(tiwari),68064,1278326
Uttar Pradesh,1996,JHANSI,GEN,Sujan Singh Bundela,Male,indian_national_congress,114374,1278326
Uttar Pradesh,1996,BELGAUM,GEN,Chhanga Prasad Sahu,Male,bahujan_samaj_party,130281,1278326
Uttar Pradesh,1996,JHANSI,GEN,Hargovind Kushwaha,Male,samajwadi_party,134152,1278326
Uttar Pradesh,1996,JHANSI,GEN,Rajendra Agnihotri,Male,bharatiya_janata_party,163836,1278326
Uttar Pradesh,1996,JALAUN,SC,Mijaji Lal,Male,independent,217,1134180
Uttar Pradesh,1996,JALAUN,GEN,Shiv Narian,Male,independent,261,1134180
Uttar Pradesh,1996,JALAUN,SC,Ramhet,Male,independent,387,1134180
Uttar Pradesh,1996,JALAUN,SC,Rajesh,Male,independent,443,1134180
Uttar Pradesh,1996,JALAUN,SC,Unknown,Male,shivsena,603,1134180
Uttar Pradesh,1996,JALAUN,SC,Unknown,Male,independent,864,1134180
Uttar Pradesh,1996,JALAUN,SC,Garibay,Male,independent,1197,1134180
Uttar Pradesh,1996,JALAUN,SC,Parsu Ram,Male,republican_party_of_india,1207,1134180
Uttar Pradesh,1996,JALAUN,SC,Ramkishan,Male,independent,1358,1134180
Uttar Pradesh,1996,JALAUN,SC,Raja Ram,Male,independent,2027,1134180
Uttar Pradesh,1996,BELGAUM,SC,Surinder,Male,apna_dal,2084,1134180
Uttar Pradesh,1996,JALAUN,SC,Charan Singh,Male,all_india_indira_congress_(tiwari),2965,1134180
Uttar Pradesh,1996,JALAUN,SC,Suraj Prakash,Male,Independent,3640,1134180
Uttar Pradesh,1996,JALAUN,SC,Ram Sharan,Male,indian_national_congress,12586,1134180
Uttar Pradesh,1996,JALAUN,SC,Ramadhin,Male,samajwadi_party,93170,1134180
Uttar Pradesh,1996,JALAUN,SC,Chain Sukh Bharti,Male,bahujan_samaj_party,144740,1134180
Uttar Pradesh,1996,JALAUN,SC,Bhanu Pratap Singh,Male,bharatiya_janata_party,190464,1134180
Uttar Pradesh,1996,GHATAMPUR,SC,Amar Nath,Male,akhil_bhartiya_rajarya_sabha,93,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Ram Kumar Sankhwar,Male,independent,256,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Shiv Kumar,Male,independent,282,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Girja Shanker,Male,independent,382,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Lalit Kumar,Male,Independent,424,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Saiyadeen Pradhan,Male,adarash_lok_dal,515,1087112
Uttar Pradesh,1996,GHATAMPUR,GEN,Meera Sankhwar,Female,independent,522,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Ram Khelawan Sonekar,Male,independent,907,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Shanti Devi Sankhwar,Female,independent,937,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Hanuman,Male,independent,959,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Ram Dutt Sonekar Vaiddya,Male,independent,1012,1087112
Uttar Pradesh,1996,GHATAMPUR,GEN,Ramavtar,Male,Independent,1092,1087112
Uttar Pradesh,1996,BELGAUM,SC,Ram Das,Male,independent,1192,1087112
Uttar Pradesh,1996,GHATAMPUR,GEN,Ram Prakash,Male,independent,2280,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Indrajeet,Male,all_india_indira_congress_(tiwari),6150,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Desh Raj,Male,independent,6473,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Babu Lal,Male,apna_dal,16141,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Saroj Prasad,Female,indian_national_congress,24718,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Keshri Lal,Male,janata_dal,92442,1087112
Uttar Pradesh,1996,GHATAMPUR,SC,Dhani Ram Sankhwar,Male,bahujan_samaj_party,136064,1087112
Uttar Pradesh,1996,BILHAUR,GEN,Shailendra Kumar,Male,akhil_bhartiya_rajarya_sabha,115,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Awadh Behari S\O Harish Chandra,Male,independent,123,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Krishna Murari,Male,independent,135,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Rajan Bajpai,Male,independent,167,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Awadh Behari S/O Baleshwar,Male,independent,213,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Pradeep,Male,independent,219,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Anil Kumar,Male,independent,301,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Viswanath,Male,republican_party_of_india,303,1237577
Uttar Pradesh,1996,BILHAUR,GEN,S.M. Tarik,Male,independent,329,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Sita Ram Son Of Ram Nath,Male,independent,362,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Mahant Ram Autar Saini,Male,independent,371,1237577
Uttar Pradesh,1996,BELGAUM,GEN,Virendra Singh,Male,independent,381,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Ravindra Singh S\O Sumer Singh,Male,independent,460,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Shekhar,Male,independent,477,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Sita Ram S/O Ram Nath Pal,Male,independent,488,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Vinod Bhardwaj,Male,Independent,508,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Vinod Kumar,Male,independent,545,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Sri Ram Kamal,Male,independent,556,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Shyam Behari S\O Maikoo,Male,Independent,574,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Shyam Kishore,Male,independent,619,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Dinesh Chandra Shukla,Male,independent,656,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Unknown,Male,independent,698,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Shamim Uttam,Male,independent,784,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Ram Babu,Male,independent,803,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Rajendra Kumar Balmiki,Male,independent,879,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Ram Kishore Kamal,Male,shoshit_samaj_dal,882,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Ram Naresh Kushwaha,Male,independent,1044,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Shushil,Male,independent,1220,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Santosh Kumar Singh Chandel,Male,all_india_indira_congress_(tiwari),1250,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Sharad Shah,Male,satya_marg_party,1460,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Ginni Lal,Male,independent,1851,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Ramendra Singh Katiyar,Male,independent,2137,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Suresh Chandra,Male,independent,2501,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Ravindra Singh S/O Raghuraj Singh,Male,independent,3318,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Sanjay Patel,Male,independent,3629,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Kunwar Shivnath Singh Kushwah,Male,Independent,25237,1237577
Uttar Pradesh,1996,BILHAUR,GEN,Sukhram Singh,Male,samajwadi_party,99637,1237577
Uttar Pradesh,1996,BELGAUM,GEN,Rajaram Pal,Male,bahujan_samaj_party,182022,1237577
Uttar Pradesh,1996,KANPUR,GEN,Kanojia Hridey Master,Male,independent,31,1394642
Uttar Pradesh,1996,KANPUR,GEN,Devi Prasad Dubey,Male,independent,55,1394642
Uttar Pradesh,1996,KANPUR,GEN,Raj Narain,Male,independent,62,1394642
Uttar Pradesh,1996,KANPUR,GEN,Hira Lal Singh,Male,independent,65,1394642
Uttar Pradesh,1996,KANPUR,GEN,Mohammad Saleem Khan,Male,independent,65,1394642
Uttar Pradesh,1996,KANPUR,GEN,Rakesh Kumar Gaur,Male,independent,69,1394642
Uttar Pradesh,1996,KANPUR,GEN,Rakesh Singh Gautam,Male,independent,70,1394642
Uttar Pradesh,1996,KANPUR,GEN,Hardev Singh,Male,independent,83,1394642
Uttar Pradesh,1996,BELGAUM,GEN,Satyendra,Male,independent,88,1394642
Uttar Pradesh,1996,KANPUR,GEN,Vijay Singh Parihar,Male,independent,93,1394642
Uttar Pradesh,1996,KANPUR,GEN,Gyan Dutt Verma,Male,independent,96,1394642
Uttar Pradesh,1996,KANPUR,GEN,Vilas Kumar Gupta,Male,independent,99,1394642
Uttar Pradesh,1996,KANPUR,GEN,Tauheed Alam,Male,independent,105,1394642
Uttar Pradesh,1996,KANPUR,GEN,Unknown,Male,independent,107,1394642
Uttar Pradesh,1996,KANPUR,GEN,Sayyad Iqbal Ishrat Hussain,Male,independent,127,1394642
Uttar Pradesh,1996,KANPUR,GEN,Hari Prasad Gupta,Male,independent,132,1394642
Uttar Pradesh,1996,KANPUR,GEN,Devi Prasad,Male,independent,132,1394642
Uttar Pradesh,1996,KANPUR,GEN,Surjan Singh,Male,independent,135,1394642
Uttar Pradesh,1996,KANPUR,GEN,Sadhna Srivastava,Female,independent,137,1394642
Uttar Pradesh,1996,KANPUR,GEN,O.P. Singhal,Male,independent,145,1394642
Uttar Pradesh,1996,KANPUR,GEN,Sitaram Gupta,Male,independent,149,1394642
Uttar Pradesh,1996,KANPUR,GEN,Avadh Narayan,Male,independent,185,1394642
Uttar Pradesh,1996,KANPUR,GEN,Devendra Shukla,Male,independent,194,1394642
Uttar Pradesh,1996,KANPUR,GEN,Narendra Singh,Male,independent,207,1394642
Uttar Pradesh,1996,KANPUR,GEN,Vijai Prasad,Male,independent,240,1394642
Uttar Pradesh,1996,KANPUR,GEN,Dileep Kumar,Male,independent,243,1394642
Uttar Pradesh,1996,KANPUR,GEN,Ram Lal,Male,republican_party_of_india,244,1394642
Uttar Pradesh,1996,BELGAUM,GEN,Jag Mohan Singh Parihar,Male,independent,257,1394642
Uttar Pradesh,1996,KANPUR,GEN,Vijai Kumar Bajpai,Male,Independent,263,1394642
Uttar Pradesh,1996,KANPUR,GEN,Sanjai Gupta,Male,Independent,266,1394642
Uttar Pradesh,1996,KANPUR,GEN,Ram Sharan,Male,independent,283,1394642
Uttar Pradesh,1996,KANPUR,GEN,Unknown,Male,independent,299,1394642
Uttar Pradesh,1996,KANPUR,GEN,Ashok Kumar Malik,Male,independent,309,1394642
Uttar Pradesh,1996,KANPUR,GEN,Janaki Prasad,Male,independent,313,1394642
Uttar Pradesh,1996,KANPUR,GEN,Usha,Female,independent,337,1394642
Uttar Pradesh,1996,KANPUR,GEN,Bhola Nath Balmik,Male,indian_national_league,347,1394642
Uttar Pradesh,1996,KANPUR,GEN,Santosh,Male,independent,369,1394642
Uttar Pradesh,1996,KANPUR,GEN,Ram Chandra Bajpai,Male,independent,423,1394642
Uttar Pradesh,1996,KANPUR,GEN,S.M. Terik,Male,independent,433,1394642
Uttar Pradesh,1996,KANPUR,GEN,Ramesh Dubey,Male,independent,469,1394642
Uttar Pradesh,1996,KANPUR,GEN,Suman Babu Shukla,Male,Independent,495,1394642
Uttar Pradesh,1996,KANPUR,GEN,Bhagwati Prasad Dixit,Male,independent,495,1394642
Uttar Pradesh,1996,KANPUR,GEN,Acharya Srikrishna Jansevi,Male,independent,500,1394642
Uttar Pradesh,1996,KANPUR,GEN,Kripashankar,Male,Independent,544,1394642
Uttar Pradesh,1996,KANPUR,GEN,Madan Lal,Male,indian_congress_(socialist),552,1394642
Uttar Pradesh,1996,KANPUR,GEN,Santosh Kumari Tiwari,Female,independent,597,1394642
Uttar Pradesh,1996,KANPUR,GEN,Prabha Nigam,Female,apna_dal,744,1394642
Uttar Pradesh,1996,KANPUR,GEN,Anusuiya Sharma,Female,independent,898,1394642
Uttar Pradesh,1996,KANPUR,GEN,Brij Mohan Dixit,Male,independent,1487,1394642
Uttar Pradesh,1996,KANPUR,GEN,Pratap Trivedi,Male,all_india_indira_congress_(tiwari),1636,1394642
Uttar Pradesh,1996,KANPUR,GEN,Kuldeep Kumar Saxena,Male,independent,1800,1394642
Uttar Pradesh,1996,KANPUR,GEN,Satya Narain,Male,independent,2621,1394642
Uttar Pradesh,1996,KANPUR,GEN,Sharfuddin Ahmed,Male,bahujan_samaj_party,51333,1394642
Uttar Pradesh,1996,KANPUR,GEN,Jagatveer Singh Dron,Male,bharatiya_janata_party,297550,1394642
Uttar Pradesh,1996,ETAWAH,GEN,Kunj Babu,Male,independent,145,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Shyam Kishor,Male,independent,174,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Lakhan Singh,Male,independent,184,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Mahes Pratap,Male,independent,263,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Mahes Chandra,Male,independent,272,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Anand Prakash,Male,independent,281,1123677
Uttar Pradesh,1996,BELGAUM,GEN,Shivnath,Male,independent,288,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Om Prakash,Male,independent,375,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Shiv Narayan,Male,independent,426,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Ramesh Chandra S/O Manfool,Male,independent,566,1123677
Uttar Pradesh,1996,BELGAUM,GEN,Unknown,Male,independent,578,1123677
Uttar Pradesh,1996,BELGAUM,GEN,Unknown,Male,independent,580,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Unknown,Male,independent,658,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Brajendra Singh,Male,independent,710,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Saleem Khan,Male,akhil_bharatiya_berozgaar_party,721,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Madan Lal,Male,independent,791,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Unknown,Male,independent,800,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Suresh Chandra,Male,independent,1001,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Ramesh Chandra S\O Tulsi Ram,Male,independent,1130,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Asha,Female,independent,1193,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Ramvir,Male,independent,1358,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Peru Singh,Male,independent,1372,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Jaggan Quareshi,Male,all_india_indira_congress_(tiwari),1423,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Arun Pratap Singh Chouhan,Male,independent,1568,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Prem Kumar Bahol,Male,independent,1742,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Ganga Ram,Male,independent,1900,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Choudhary Narender Nath Chaturvedi,Male,indian_national_congress,14743,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Anil Yadav,Male,bahujan_samaj_party,120717,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Sukhda Mishra,Female,bharatiya_janata_party,171282,1123677
Uttar Pradesh,1996,ETAWAH,GEN,Ram Singh Shakya,Male,samajwadi_party,182015,1123677
Uttar Pradesh,1996,KANNAUJ,GEN,Ram Prakash,Male,independent,87,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Uma Kant,Male,independent,152,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Ajai Kumar,Male,independent,182,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Deen Dayal,Male,bharatiya_rashtriya_morcha,186,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Veerandra,Male,independent,213,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Unknown,Male,independent,246,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Suresh,Male,independent,296,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Veerandra Singh,Male,independent,315,1140665
Uttar Pradesh,1996,BELGAUM,GEN,Narveer,Male,independent,369,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Nagendra,Male,independent,381,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Vanshi Dhar,Male,independent,423,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Mahendrapal Singh,Male,independent,719,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Santosh Kumar,Male,independent,897,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Raees Beg,Male,independent,961,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Chandra Raman,Male,independent,991,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Chandra Prakash,Male,independent,1124,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Laxmi Narain Verma,Male,Independent,1341,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Unknown,Male,independent,1364,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Ravindra Singh,Male,all_india_indira_congress_(tiwari),1365,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Akhilesh Kumar,Male,independent,1547,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Ram Awtar,Male,satya_marg_party,2098,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Ramesh Chandra,Male,independent,2885,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Bhagwandin Shakya,Male,bahujan_samaj_party,154586,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Chhotey Singh Yadav,Male,samajwadi_party,164159,1140665
Uttar Pradesh,1996,KANNAUJ,GEN,Chandra Bhusan Singh Alias Munoo Baboo,Male,Independent,219039,1140665
